"CallFailure","Complains","SubscriptionLength","ChargeAmount","SecondsofUse","Frequencyofuse","FrequencyofSMS","DistinctCalledNumbers","AgeGroup","TariffPlan","Status","Age","CustomerValue","Churn"
1,"No Complains",34,0,2840,22,0,14,"30-45","Pay as you go","active",30,114.48,"non-CHURN"
9,"Complains",35,0,2990,41,9,16,"30-45","Pay as you go","non-active",30,157.24,"CHURN"
9,"No Complains",36,0,2268,44,34,31,"30-45","Pay as you go","non-active",30,228.48,"CHURN"
0,"No Complains",36,0,133,2,0,2,"30-45","Pay as you go","non-active",30,5.4,"CHURN"
1,"No Complains",36,0,1668,25,0,6,"30-45","Pay as you go","active",30,67.72,"non-CHURN"
3,"No Complains",33,1,6785,97,14,22,"60-75","Pay as you go","active",55,124.23,"non-CHURN"
0,"No Complains",36,0,628,7,9,4,"45-60","Pay as you go","non-active",45,38.375,"CHURN"
0,"No Complains",36,1,338,4,4,2,"60-75","Pay as you go","active",55,11.13,"non-CHURN"
25,"No Complains",31,3,16075,238,0,80,"15-30","Pay as you go","active",25,734.085,"non-CHURN"
6,"No Complains",34,3,6965,116,271,33,"15-30","contractual","active",25,1538.145,"non-CHURN"
2,"No Complains",36,0,3718,82,2,28,"15-30","Pay as you go","active",25,180,"non-CHURN"
3,"No Complains",35,0,1665,44,38,20,"30-45","Pay as you go","non-active",30,220.36,"non-CHURN"
6,"No Complains",36,0,2780,53,175,23,"15-30","Pay as you go","active",25,914.985,"non-CHURN"
4,"Complains",27,1,1315,36,193,11,"15-30","contractual","active",25,929.295,"CHURN"
4,"No Complains",26,0,1568,39,30,68,"45-60","Pay as you go","active",45,115.175,"non-CHURN"
11,"No Complains",27,0,700,25,10,7,"15-30","Pay as you go","non-active",25,77.625,"non-CHURN"
0,"No Complains",26,0,825,10,21,3,"45-60","Pay as you go","non-active",45,73.375,"non-CHURN"
10,"No Complains",25,0,1225,32,19,13,"15-30","Pay as you go","active",25,142.065,"non-CHURN"
2,"No Complains",25,0,3225,61,8,23,"30-45","Pay as you go","active",30,163.44,"non-CHURN"
2,"No Complains",18,0,1695,26,28,14,"15-30","Pay as you go","active",25,203.445,"non-CHURN"
16,"No Complains",17,1,6392,141,85,42,"15-30","contractual","active",25,676.485,"non-CHURN"
12,"No Complains",15,0,8932,171,73,40,"45-60","Pay as you go","active",45,410.075,"non-CHURN"
8,"No Complains",16,3,2852,45,31,19,"30-45","Pay as you go","active",30,239.88,"non-CHURN"
2,"No Complains",9,1,4390,40,215,10,"30-45","Pay as you go","active",30,1037.2,"non-CHURN"
3,"No Complains",9,1,1487,19,0,7,"30-45","Pay as you go","active",30,60.24,"CHURN"
8,"No Complains",38,0,4370,71,5,17,"30-45","Pay as you go","active",30,197.64,"non-CHURN"
0,"No Complains",39,0,318,5,7,4,"15-30","Pay as you go","non-active",25,46.035,"non-CHURN"
10,"No Complains",37,0,2453,60,359,24,"30-45","Pay as you go","active",30,1536.52,"non-CHURN"
10,"No Complains",38,0,4198,66,1,35,"<15","Pay as you go","active",15,240.02,"non-CHURN"
3,"No Complains",38,0,2393,58,2,33,"<15","Pay as you go","active",15,145.805,"non-CHURN"
11,"No Complains",38,1,3775,82,32,28,"30-45","Pay as you go","active",30,282.28,"non-CHURN"
4,"No Complains",38,0,2360,39,285,18,"30-45","Pay as you go","active",30,1235.96,"non-CHURN"
13,"No Complains",37,2,9115,121,144,43,"30-45","Pay as you go","active",30,945.44,"non-CHURN"
7,"No Complains",38,0,13773,169,0,44,"30-45","Pay as you go","active",30,557.68,"non-CHURN"
7,"No Complains",38,1,4515,83,2,25,"30-45","Pay as you go","active",30,191.92,"non-CHURN"
6,"No Complains",38,0,5918,95,7,12,"30-45","Pay as you go","active",30,268.52,"non-CHURN"
9,"Complains",38,0,2238,54,8,17,"30-45","Pay as you go","non-active",30,123.68,"non-CHURN"
25,"No Complains",38,3,15140,225,54,32,"30-45","Pay as you go","active",30,830.6,"non-CHURN"
4,"No Complains",38,1,3095,27,483,8,"30-45","Pay as you go","active",30,2056.88,"non-CHURN"
9,"No Complains",37,0,15485,182,150,30,"15-30","Pay as you go","active",25,1380.015,"non-CHURN"
3,"No Complains",37,1,6500,86,186,26,"30-45","Pay as you go","active",30,1007.44,"non-CHURN"
0,"No Complains",37,0,875,14,0,11,"15-30","Pay as you go","non-active",25,40.005,"non-CHURN"
2,"No Complains",38,0,710,14,13,8,"30-45","Pay as you go","non-active",30,80.96,"non-CHURN"
0,"No Complains",37,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
3,"No Complains",37,0,7508,127,384,43,"15-30","Pay as you go","active",25,2071.575,"non-CHURN"
7,"No Complains",37,1,11465,154,11,47,"45-60","Pay as you go","active",45,317.975,"non-CHURN"
8,"No Complains",37,1,6718,75,108,37,"15-30","Pay as you go","active",25,791.685,"non-CHURN"
23,"Complains",33,0,955,47,16,17,"15-30","Pay as you go","non-active",25,117.09,"CHURN"
21,"No Complains",36,8,10435,93,1,42,"60-75","Pay as you go","active",55,159.42,"non-CHURN"
13,"Complains",36,1,5818,98,26,24,"15-30","Pay as you go","active",25,383.22,"CHURN"
1,"No Complains",34,0,2840,22,0,14,"30-45","Pay as you go","active",30,114.48,"non-CHURN"
9,"No Complains",35,0,2990,41,9,16,"30-45","Pay as you go","non-active",30,157.24,"CHURN"
9,"No Complains",36,0,2268,44,34,31,"30-45","Pay as you go","non-active",30,228.48,"CHURN"
0,"No Complains",36,0,133,2,0,2,"30-45","Pay as you go","non-active",30,5.4,"CHURN"
1,"No Complains",36,0,1668,25,0,6,"30-45","Pay as you go","active",30,67.72,"non-CHURN"
3,"No Complains",33,1,6785,97,14,22,"60-75","Pay as you go","active",55,124.23,"non-CHURN"
0,"No Complains",36,0,628,7,9,4,"45-60","Pay as you go","non-active",45,38.375,"CHURN"
0,"No Complains",36,1,338,4,4,2,"60-75","Pay as you go","active",55,11.13,"non-CHURN"
25,"Complains",31,3,16075,238,0,80,"15-30","Pay as you go","active",25,734.085,"non-CHURN"
6,"No Complains",34,3,6965,116,271,33,"15-30","contractual","active",25,1538.145,"non-CHURN"
2,"No Complains",36,0,3718,82,2,28,"15-30","Pay as you go","active",25,180,"non-CHURN"
3,"No Complains",35,0,1665,44,38,20,"30-45","Pay as you go","non-active",30,220.36,"non-CHURN"
6,"No Complains",36,0,2780,53,175,23,"15-30","Pay as you go","active",25,914.985,"non-CHURN"
4,"No Complains",27,1,1315,36,193,11,"15-30","contractual","active",25,929.295,"non-CHURN"
4,"No Complains",26,0,1568,39,30,68,"45-60","Pay as you go","active",45,115.175,"non-CHURN"
11,"No Complains",27,0,700,25,10,7,"15-30","Pay as you go","non-active",25,77.625,"non-CHURN"
0,"No Complains",26,0,825,10,21,3,"45-60","Pay as you go","non-active",45,73.375,"non-CHURN"
10,"No Complains",25,0,1225,32,19,13,"15-30","Pay as you go","active",25,142.065,"non-CHURN"
2,"No Complains",25,0,3225,61,8,23,"30-45","Pay as you go","active",30,163.44,"non-CHURN"
2,"No Complains",18,0,1695,26,28,14,"15-30","Pay as you go","active",25,203.445,"non-CHURN"
16,"No Complains",17,1,6392,141,85,42,"15-30","contractual","active",25,676.485,"non-CHURN"
12,"No Complains",15,0,8932,171,73,40,"45-60","Pay as you go","active",45,410.075,"non-CHURN"
8,"No Complains",16,3,2852,45,31,19,"30-45","Pay as you go","active",30,239.88,"non-CHURN"
2,"No Complains",9,1,4390,40,215,10,"30-45","Pay as you go","active",30,1037.2,"non-CHURN"
3,"Complains",9,1,1487,19,0,7,"30-45","Pay as you go","active",30,60.24,"CHURN"
3,"No Complains",36,0,4065,65,0,15,"15-30","Pay as you go","active",25,185.85,"non-CHURN"
0,"No Complains",37,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
5,"No Complains",35,0,2148,54,352,22,"15-30","Pay as you go","active",25,1683.09,"non-CHURN"
5,"No Complains",36,0,3893,60,0,33,"<15","Pay as you go","active",15,217.415,"non-CHURN"
0,"No Complains",36,0,2088,52,0,31,"<15","Pay as you go","active",15,117.7,"non-CHURN"
6,"No Complains",36,0,3470,76,25,26,"15-30","Pay as you go","active",25,272.07,"non-CHURN"
0,"No Complains",36,0,2055,33,278,16,"30-45","Pay as you go","active",30,1195.52,"non-CHURN"
8,"No Complains",35,1,8810,115,137,41,"30-45","Pay as you go","active",30,905,"non-CHURN"
2,"No Complains",36,0,13468,163,0,42,"30-45","Pay as you go","active",30,545.24,"non-CHURN"
2,"No Complains",36,0,4210,77,0,23,"30-45","Pay as you go","active",30,171.48,"non-CHURN"
1,"No Complains",36,0,5613,89,0,10,"15-30","Pay as you go","active",25,256.59,"non-CHURN"
4,"No Complains",36,0,1933,48,1,15,"30-45","Pay as you go","non-active",30,83.24,"non-CHURN"
20,"No Complains",36,2,14835,219,47,30,"30-45","Pay as you go","active",30,790.16,"non-CHURN"
0,"No Complains",36,0,2790,21,476,6,"30-45","Pay as you go","active",30,2016.44,"non-CHURN"
4,"No Complains",35,0,15180,176,143,28,"15-30","Pay as you go","active",25,1334.52,"non-CHURN"
0,"No Complains",35,0,6195,80,179,24,"30-45","Pay as you go","active",30,967,"non-CHURN"
0,"No Complains",35,0,570,8,0,9,"15-30","Pay as you go","non-active",25,26.01,"non-CHURN"
0,"No Complains",36,0,405,8,6,6,"15-30","Pay as you go","non-active",25,45.585,"non-CHURN"
0,"No Complains",35,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",35,0,7203,121,377,41,"15-30","Pay as you go","active",25,2026.08,"non-CHURN"
2,"No Complains",35,0,11160,148,4,45,"30-45","Pay as you go","active",30,468.32,"non-CHURN"
3,"No Complains",35,0,6413,69,101,35,"15-30","Pay as you go","active",25,746.19,"non-CHURN"
18,"No Complains",31,0,650,41,9,15,"15-30","Pay as you go","non-active",25,71.595,"CHURN"
16,"No Complains",34,7,10130,87,0,40,"45-60","Pay as you go","active",45,255.425,"non-CHURN"
8,"Complains",34,0,5513,92,19,22,"15-30","Pay as you go","active",25,337.725,"CHURN"
0,"No Complains",32,0,2535,16,0,12,"30-45","Pay as you go","active",30,102.04,"non-CHURN"
4,"No Complains",33,0,2685,35,2,14,"15-30","Pay as you go","non-active",25,131.4,"CHURN"
4,"No Complains",34,0,1963,38,27,29,"30-45","Pay as you go","non-active",30,188.04,"CHURN"
0,"Complains",34,0,0,0,0,0,"30-45","Pay as you go","non-active",30,0,"CHURN"
0,"No Complains",34,0,1363,19,0,4,"30-45","Pay as you go","active",30,55.28,"non-CHURN"
0,"No Complains",31,0,6480,91,7,20,"45-60","Pay as you go","active",45,181.775,"non-CHURN"
0,"No Complains",34,0,323,1,2,2,"45-60","Pay as you go","non-active",45,13.1,"CHURN"
0,"No Complains",34,0,0,0,0,0,"60-75","Pay as you go","active",55,0,"non-CHURN"
20,"No Complains",29,2,15770,232,0,78,"15-30","Pay as you go","active",25,720.09,"non-CHURN"
1,"No Complains",32,2,6660,110,264,31,"15-30","contractual","active",25,1492.65,"non-CHURN"
0,"No Complains",34,0,3413,76,0,26,"15-30","Pay as you go","active",25,157.005,"non-CHURN"
0,"No Complains",33,0,1360,38,31,18,"30-45","Pay as you go","non-active",30,179.92,"non-CHURN"
1,"No Complains",34,0,2475,47,168,21,"15-30","Pay as you go","active",25,869.49,"non-CHURN"
0,"Complains",25,0,1010,30,186,9,"15-30","contractual","active",25,883.8,"CHURN"
0,"No Complains",24,0,1263,33,23,66,"45-60","Pay as you go","active",45,89.9,"non-CHURN"
6,"No Complains",25,0,395,19,3,5,"15-30","Pay as you go","non-active",25,32.13,"non-CHURN"
0,"No Complains",24,0,520,4,14,1,"45-60","Pay as you go","non-active",45,48.1,"non-CHURN"
5,"No Complains",23,0,920,26,12,11,"15-30","Pay as you go","active",25,96.57,"non-CHURN"
0,"No Complains",23,0,2920,55,1,21,"30-45","Pay as you go","active",30,123,"non-CHURN"
0,"No Complains",16,0,1390,20,21,12,"15-30","Pay as you go","active",25,157.95,"non-CHURN"
11,"No Complains",15,0,6088,135,78,40,"<15","contractual","active",15,771.265,"non-CHURN"
7,"No Complains",13,0,8628,165,66,38,"45-60","Pay as you go","active",45,384.825,"non-CHURN"
3,"No Complains",14,2,2548,39,24,17,"30-45","Pay as you go","active",30,199.48,"non-CHURN"
0,"No Complains",7,0,4085,34,208,8,"30-45","Pay as you go","active",30,996.76,"non-CHURN"
0,"Complains",7,0,1183,13,0,5,"15-30","Pay as you go","non-active",25,53.82,"CHURN"
6,"No Complains",38,0,4125,68,3,17,"15-30","Pay as you go","active",25,202.185,"non-CHURN"
0,"No Complains",39,0,73,2,5,4,"15-30","Pay as you go","active",25,25.875,"non-CHURN"
8,"No Complains",37,0,2208,57,357,24,"15-30","Pay as you go","active",25,1708.425,"non-CHURN"
8,"No Complains",38,0,3953,63,0,35,"<15","Pay as you go","active",15,220.88,"non-CHURN"
1,"No Complains",38,0,2148,55,0,33,"<15","Pay as you go","active",15,121.165,"non-CHURN"
9,"No Complains",38,1,3530,79,30,28,"30-45","Pay as you go","active",30,264.36,"non-CHURN"
2,"No Complains",38,0,2115,36,283,18,"30-45","Pay as you go","active",30,1218.04,"non-CHURN"
11,"No Complains",37,2,8870,118,142,43,"30-45","Pay as you go","active",30,927.52,"non-CHURN"
5,"No Complains",38,0,13528,166,0,44,"30-45","Pay as you go","active",30,547.76,"non-CHURN"
5,"No Complains",38,1,4270,80,0,25,"30-45","Pay as you go","active",30,174,"non-CHURN"
4,"No Complains",38,0,5673,92,5,12,"15-30","Pay as you go","active",25,281.925,"non-CHURN"
7,"No Complains",38,0,1993,51,6,17,"30-45","Pay as you go","active",30,105.76,"non-CHURN"
23,"No Complains",38,3,14895,222,52,32,"30-45","Pay as you go","active",30,812.68,"non-CHURN"
2,"No Complains",38,1,2850,24,481,8,"30-45","Pay as you go","active",30,2038.96,"non-CHURN"
7,"No Complains",37,0,15240,179,148,30,"15-30","Pay as you go","active",25,1359.855,"non-CHURN"
1,"No Complains",37,1,6255,83,184,26,"30-45","Pay as you go","active",30,989.52,"non-CHURN"
0,"No Complains",37,0,630,11,0,11,"15-30","Pay as you go","active",25,28.845,"non-CHURN"
0,"No Complains",38,0,465,11,11,8,"15-30","Pay as you go","active",25,70.92,"non-CHURN"
0,"No Complains",37,0,0,0,0,0,"15-30","Pay as you go","active",25,0,"CHURN"
1,"No Complains",37,0,7263,124,382,43,"15-30","Pay as you go","active",25,2051.415,"non-CHURN"
5,"No Complains",37,1,11220,151,9,47,"30-45","Pay as you go","active",30,490.84,"non-CHURN"
6,"No Complains",37,1,6473,72,106,37,"15-30","Pay as you go","active",25,771.525,"non-CHURN"
21,"Complains",33,0,710,44,14,17,"15-30","Pay as you go","active",25,96.93,"CHURN"
19,"No Complains",36,8,10190,90,0,42,"45-60","Pay as you go","active",45,257,"non-CHURN"
11,"Complains",36,1,5573,95,24,24,"15-30","Pay as you go","active",25,363.06,"CHURN"
0,"No Complains",34,0,2595,19,0,14,"30-45","Pay as you go","active",30,104.56,"non-CHURN"
7,"No Complains",35,0,2745,38,7,16,"30-45","Pay as you go","active",30,139.32,"CHURN"
7,"Complains",36,0,2023,41,32,31,"30-45","Pay as you go","active",30,210.56,"CHURN"
0,"No Complains",36,0,0,0,0,0,"30-45","Pay as you go","active",30,0,"CHURN"
0,"No Complains",36,0,1423,22,0,6,"30-45","Pay as you go","active",30,57.8,"non-CHURN"
1,"No Complains",33,1,6540,94,12,22,"45-60","Pay as you go","active",45,195.85,"non-CHURN"
0,"No Complains",36,0,383,4,7,4,"45-60","Pay as you go","active",45,27.175,"CHURN"
0,"No Complains",36,1,93,1,2,2,"60-75","Pay as you go","active",55,4.41,"non-CHURN"
23,"No Complains",31,3,15830,235,0,80,"15-30","Pay as you go","active",25,722.925,"non-CHURN"
4,"No Complains",34,3,6720,113,269,33,"15-30","contractual","active",25,1517.985,"non-CHURN"
0,"No Complains",36,0,3473,79,0,28,"15-30","Pay as you go","active",25,159.84,"non-CHURN"
1,"No Complains",35,0,1420,41,36,20,"30-45","Pay as you go","active",30,202.44,"non-CHURN"
4,"No Complains",36,0,2535,50,173,23,"15-30","Pay as you go","active",25,894.825,"non-CHURN"
2,"Complains",27,1,1070,33,191,11,"15-30","contractual","active",25,909.135,"non-CHURN"
2,"No Complains",26,0,1323,36,28,68,"45-60","Pay as you go","active",45,103.975,"non-CHURN"
9,"No Complains",27,0,455,22,8,7,"15-30","Pay as you go","active",25,57.465,"non-CHURN"
0,"No Complains",26,0,580,7,19,3,"45-60","Pay as you go","active",45,62.175,"non-CHURN"
8,"No Complains",25,0,980,29,17,13,"15-30","Pay as you go","active",25,121.905,"non-CHURN"
0,"No Complains",25,0,2980,58,6,23,"30-45","Pay as you go","active",30,145.52,"non-CHURN"
0,"No Complains",18,0,1450,23,26,14,"15-30","Pay as you go","active",25,183.285,"non-CHURN"
14,"Complains",17,1,6148,138,83,42,"<15","contractual","active",15,802.23,"non-CHURN"
10,"No Complains",15,0,8688,168,71,40,"45-60","Pay as you go","active",45,398.9,"non-CHURN"
6,"No Complains",16,3,2608,42,29,19,"30-45","Pay as you go","active",30,222,"non-CHURN"
0,"No Complains",9,1,4145,37,213,10,"30-45","Pay as you go","active",30,1019.28,"non-CHURN"
1,"Complains",9,1,1243,16,0,7,"30-45","Pay as you go","active",30,50.36,"CHURN"
0,"No Complains",34,0,4005,62,0,13,"15-30","Pay as you go","active",25,183.015,"non-CHURN"
0,"No Complains",35,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
2,"No Complains",33,0,2088,51,347,20,"15-30","Pay as you go","active",25,1657.755,"non-CHURN"
2,"No Complains",34,0,3833,57,0,31,"15-30","Pay as you go","active",25,175.05,"non-CHURN"
0,"No Complains",34,0,2028,49,0,29,"<15","Pay as you go","active",15,114.235,"non-CHURN"
3,"No Complains",34,0,3410,73,20,24,"15-30","Pay as you go","active",25,246.735,"non-CHURN"
0,"No Complains",34,0,1995,30,273,14,"30-45","Pay as you go","active",30,1173,"non-CHURN"
5,"No Complains",33,0,8750,112,132,39,"30-45","Pay as you go","active",30,882.48,"non-CHURN"
0,"No Complains",34,0,13408,160,0,40,"30-45","Pay as you go","active",30,542.72,"non-CHURN"
0,"No Complains",34,0,4150,74,0,21,"30-45","Pay as you go","active",30,168.96,"non-CHURN"
0,"No Complains",34,0,5553,86,0,8,"15-30","Pay as you go","active",25,253.755,"non-CHURN"
1,"No Complains",34,0,1873,45,0,13,"30-45","Pay as you go","non-active",30,76.72,"non-CHURN"
17,"No Complains",34,1,14775,216,42,28,"15-30","Pay as you go","active",25,863.595,"non-CHURN"
0,"No Complains",34,0,2730,18,471,4,"30-45","Pay as you go","active",30,1993.92,"non-CHURN"
1,"No Complains",33,0,15120,173,138,26,"15-30","Pay as you go","active",25,1309.185,"non-CHURN"
0,"No Complains",33,0,6135,77,174,22,"30-45","Pay as you go","active",30,944.48,"non-CHURN"
0,"No Complains",33,0,510,5,0,7,"15-30","Pay as you go","non-active",25,23.175,"non-CHURN"
0,"No Complains",34,0,345,5,1,4,"15-30","Pay as you go","non-active",25,20.25,"non-CHURN"
0,"No Complains",33,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",33,0,7143,118,372,39,"15-30","Pay as you go","active",25,2000.745,"non-CHURN"
0,"No Complains",33,0,11100,145,0,43,"30-45","Pay as you go","active",30,449.8,"non-CHURN"
0,"No Complains",33,0,6353,66,96,33,"15-30","Pay as you go","active",25,720.855,"non-CHURN"
15,"No Complains",29,0,590,38,4,13,"15-30","Pay as you go","non-active",25,46.26,"CHURN"
13,"No Complains",32,6,10070,84,0,38,"45-60","Pay as you go","active",45,253.85,"non-CHURN"
5,"Complains",32,0,5453,89,14,20,"15-30","Pay as you go","active",25,312.39,"CHURN"
0,"No Complains",30,0,2475,13,0,10,"30-45","Pay as you go","active",30,99.52,"non-CHURN"
1,"Complains",31,0,2625,32,0,12,"15-30","Pay as you go","non-active",25,119.565,"CHURN"
1,"No Complains",32,0,1903,35,22,27,"30-45","Pay as you go","non-active",30,165.52,"CHURN"
0,"Complains",32,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",32,0,1303,16,0,2,"30-45","Pay as you go","active",30,52.76,"non-CHURN"
0,"No Complains",29,0,6420,88,2,18,"45-60","Pay as you go","active",45,167.7,"non-CHURN"
0,"No Complains",32,0,263,1,0,1,"30-45","Pay as you go","non-active",30,10.56,"CHURN"
0,"No Complains",32,0,0,0,0,0,"45-60","Pay as you go","active",45,0,"non-CHURN"
17,"No Complains",27,1,15710,229,0,76,"15-30","Pay as you go","active",25,717.255,"non-CHURN"
0,"No Complains",30,1,6600,107,259,29,"15-30","contractual","active",25,1467.315,"non-CHURN"
0,"No Complains",32,0,3353,73,0,24,"15-30","Pay as you go","active",25,154.17,"non-CHURN"
0,"No Complains",31,0,1300,35,26,16,"30-45","Pay as you go","non-active",30,157.4,"non-CHURN"
0,"No Complains",32,0,2415,44,163,19,"15-30","Pay as you go","active",25,844.155,"non-CHURN"
0,"No Complains",23,0,950,27,181,7,"15-30","contractual","active",25,858.465,"non-CHURN"
0,"No Complains",22,0,1203,30,18,64,"45-60","Pay as you go","active",45,75.825,"non-CHURN"
3,"No Complains",23,0,335,16,0,3,"15-30","Pay as you go","non-active",25,15.795,"non-CHURN"
0,"No Complains",22,0,0,0,9,0,"45-60","Pay as you go","non-active",45,22.5,"non-CHURN"
2,"No Complains",21,0,860,23,7,9,"15-30","Pay as you go","active",25,71.235,"non-CHURN"
0,"No Complains",21,0,2860,52,0,19,"30-45","Pay as you go","active",30,116.48,"non-CHURN"
0,"No Complains",14,0,1330,17,16,10,"15-30","Pay as you go","active",25,132.615,"non-CHURN"
